accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
070334314,2,1,1,1,75,10,3,0,0,0,0,0,9,1,10,E01018659
10289907,1,1,1,1,50,8,3,0,0,0,0,0,9,1,2,E01002077
061135134,1,1,2,1,36,7,2,0,0,0,0,0,8,1,2,E01005980
061135134,1,2,2,1,11,3,3,0,0,0,0,0,8,1,2,E01005980
141095155,1,1,1,2,20,4,3,0,0,0,0,0,9,1,3,E01007385
31P004921,1,1,1,1,62,9,3,0,0,0,0,0,9,1,2,E01002566
31P004921,1,2,2,2,59,9,3,0,0,1,0,0,9,1,2,E01002566
31P004921,1,3,2,1,23,5,3,0,0,2,0,0,9,1,2,E01002566
101032561,1,1,1,1,79,11,1,0,0,0,0,0,9,2,7,E01027417
361058968,2,1,1,2,44,7,3,0,0,0,0,0,9,3,7,E01026462
10297025,1,1,1,1,21,5,3,0,0,0,0,0,1,1,7,E01004500
141017799,1,1,1,1,25,5,2,0,0,0,0,0,9,3,5,E01008136
201101055,2,1,1,1,45,7,2,0,0,0,0,0,9,1,2,E01009265
201101055,2,2,2,2,35,6,3,0,0,1,0,0,9,1,2,E01008944
332100456,2,1,1,1,43,7,2,0,0,0,0,0,9,1,6,E01025735
070815576,1,1,3,1,10,2,2,9,8,0,0,0,0,2,6,E01018679
522104169,2,1,1,1,58,9,3,0,0,0,0,0,1,1,8,E01014553
10328889,2,1,1,1,67,10,3,0,0,0,0,0,8,1,5,E01001935
161081174,1,1,1,1,19,4,3,0,0,0,0,0,9,-1,-1,-1
161081174,1,2,2,2,17,4,3,0,0,2,0,0,9,1,8,E01013185
161081174,1,3,2,2,18,4,3,0,0,2,0,0,9,1,1,E01013196
161081174,1,4,2,1,19,4,3,0,0,1,0,0,9,1,9,E01013217
101058119,2,1,2,2,4,1,3,0,0,2,0,0,9,-1,-1,-1
101058119,2,2,2,2,13,3,3,0,0,2,0,0,9,-1,-1,-1
101058119,2,3,1,2,27,6,3,0,0,0,0,0,9,1,3,E01020787
101058119,2,4,2,1,22,5,3,0,0,1,0,0,9,1,3,E01020787
201042153,1,1,3,1,2,1,3,9,6,0,0,0,0,1,1,E01010466
531118483,2,1,1,1,12,3,3,0,0,0,0,0,1,1,1,E01022152
10333380,1,1,1,1,40,7,3,0,0,0,0,0,9,1,4,E01003561
332101068,1,1,1,1,76,11,3,0,0,0,0,0,9,2,6,E01025939
161126960,1,1,3,1,60,9,3,1,1,0,0,0,0,-1,-1,-1
10322164,1,1,1,1,21,5,3,0,0,0,0,0,3,1,9,E01002417
991031100,1,1,2,2,63,9,2,0,0,1,0,0,9,1,7,-1
991031100,1,2,2,1,70,10,3,0,0,2,0,0,9,2,5,E01014035
991031100,2,3,2,1,41,7,2,0,0,0,0,0,19,1,10,-1
531036801,2,1,1,1,28,6,3,0,0,0,0,0,3,2,6,E01022258
141094078,1,1,1,2,44,7,3,0,0,0,0,0,9,1,3,E01007345
122100956,1,1,1,1,24,5,3,0,0,0,0,0,9,1,4,E01012801
10288729,2,1,1,1,37,7,3,0,0,0,0,0,3,1,5,E01004601
63D075421,1,1,1,2,52,8,2,0,0,0,0,0,5,-1,-1,-1
141063365,2,1,2,2,70,10,3,0,0,1,0,0,9,-1,-1,-1
10296575,3,1,1,1,37,7,3,0,0,0,0,0,9,1,4,E01001511
10328405,1,1,2,2,65,9,3,0,0,1,0,0,9,1,3,E01004661
10328405,1,2,3,2,68,10,3,9,5,0,0,0,0,1,3,E01004661
231154686,2,1,2,2,26,6,3,0,0,2,0,0,9,1,5,E01015374
10320727,2,1,1,1,36,7,3,0,0,0,0,0,1,1,3,E01004458
061040467,1,1,1,1,38,7,3,0,0,0,0,0,9,-1,-1,-1
061040467,2,2,1,1,52,8,3,0,0,0,0,0,9,-1,-1,-1
401112251,1,1,1,1,51,8,3,0,0,0,0,0,19,1,10,E01017399
401112251,2,2,1,1,85,11,1,0,0,0,0,0,9,1,3,E01015783
351093838,2,1,1,2,32,6,3,0,0,0,0,0,9,1,1,E01015642
201073910,1,1,3,2,62,9,2,5,3,0,0,0,0,1,4,E01009628
201047219,2,1,1,1,26,6,2,0,0,0,0,0,5,1,3,E01010396
070314914,1,1,3,2,50,8,2,10,9,0,0,0,0,1,6,E01018617
10302378,2,1,1,1,37,7,3,0,0,0,0,0,1,1,5,E01002666
201135633,1,1,3,1,15,3,3,1,1,0,0,0,0,1,9,E01009829
131064328,2,1,1,2,41,7,3,0,0,0,0,0,9,1,1,E01010832
10303075,1,1,1,1,24,5,3,0,0,0,0,0,1,1,2,E01000889
122101333,1,1,1,2,26,6,3,0,0,0,0,0,9,3,6,E01027823
201018863,2,1,1,1,66,10,2,0,0,0,0,0,1,1,1,E01010410
10315789,1,1,1,1,52,8,3,0,0,0,0,0,9,-1,-1,-1
540510921,2,1,1,2,79,11,3,0,0,0,0,0,9,2,9,E01032701
131034235,2,1,1,1,33,6,3,0,0,0,0,0,9,1,2,E01025229
361143698,1,1,1,2,60,9,3,0,0,0,0,0,9,1,1,E01026848
10329371,1,1,3,1,38,7,3,9,6,0,0,0,0,1,4,E01001376
070569819,2,1,1,1,22,5,3,0,0,0,0,0,9,1,1,E01007292
070569819,2,2,2,1,25,5,3,0,0,1,0,0,9,-1,-1,-1
070569819,2,3,2,1,20,4,3,0,0,2,0,0,9,-1,-1,-1
10292384,2,1,1,1,26,6,3,0,0,0,0,0,3,-1,-1,-1
302101611,1,1,2,1,16,4,3,0,0,2,0,0,9,1,1,E01027956
302101611,2,2,1,2,55,8,3,0,0,0,0,0,9,1,2,E01019842
302101611,3,3,2,2,17,4,3,0,0,1,0,0,9,-1,-1,-1
302101611,3,4,2,1,15,3,3,0,0,2,0,0,9,2,10,E01028201
302101611,3,5,2,1,15,3,3,0,0,2,0,0,9,2,4,E01028343
101038585,1,1,3,2,79,11,2,5,3,0,0,0,0,-1,-1,-1
221029872,2,1,1,2,60,9,2,0,0,0,0,0,1,1,9,E01014183
10329441,1,1,3,1,16,4,2,5,1,0,0,0,0,1,5,E01001782
54C322121,1,1,1,1,50,8,3,0,0,0,0,0,19,1,10,E01031924
111059971,1,1,1,1,33,6,2,0,0,0,0,0,3,-1,-1,-1
070820727,1,1,1,1,28,6,2,0,0,0,0,0,9,1,5,E01006258
070820727,2,2,1,2,20,4,1,0,0,0,0,0,9,1,6,W01000297
070820727,2,3,2,2,20,4,1,0,0,1,0,0,9,1,8,W01000277
141041426,1,1,1,1,44,7,3,0,0,0,0,0,9,1,3,E01011907
141041426,1,2,2,2,16,4,3,0,0,1,0,0,9,1,3,E01011907
10319048,1,1,1,1,34,6,3,0,0,0,0,0,3,1,7,E01001890
63C023721,2,1,1,2,63,9,3,0,0,0,0,0,9,2,4,W01000605
10333609,1,1,1,2,26,6,3,0,0,0,0,0,9,1,7,E01003682
10333609,1,2,2,-1,26,6,3,0,0,2,0,0,9,1,7,E01001455
10333609,1,3,2,-1,27,6,3,0,0,1,0,0,9,1,7,E01003682
10293354,2,1,1,1,15,3,3,0,0,0,0,0,90,3,8,E01002294
221020545,2,1,1,1,36,7,2,0,0,0,0,0,90,1,1,E01014116
10305983,1,1,2,2,0,1,3,0,0,0,4,0,11,1,3,E01002620
201091563,1,2,2,1,56,9,3,0,0,0,4,0,11,1,3,E01009112
201091563,2,1,1,1,6,2,3,0,0,0,0,0,1,1,1,E01009113
622100179,1,1,3,1,43,7,3,1,1,0,0,0,0,1,5,W01000894
10300531,2,1,1,1,32,6,3,0,0,0,0,0,1,1,3,E01004303
221020898,1,1,1,2,28,6,3,0,0,0,0,0,9,3,7,E01028950
10332798,1,1,1,1,33,6,2,0,0,0,0,0,9,1,3,E01003723
371083307,2,1,1,2,48,8,3,0,0,0,0,0,9,1,2,E01030013
201126844,1,1,1,1,24,5,3,0,0,0,0,0,19,1,3,E01010089
320671804,2,1,1,1,17,4,3,0,0,0,0,0,3,3,9,E01026203
201150236,1,1,1,-1,28,6,3,0,0,0,0,0,9,1,3,E01009783
201150236,1,2,2,1,19,4,3,0,0,1,0,0,9,1,5,E01009745
131112648,1,1,1,1,84,11,3,0,0,0,0,0,9,1,4,E01010599
10310487,1,1,1,1,25,5,1,0,0,0,0,0,5,-1,-1,-1
10310487,2,2,1,1,25,5,2,0,0,0,0,0,5,1,3,E01001282
201149744,1,1,3,1,14,3,1,5,1,0,0,0,0,-1,-1,-1
10299611,1,1,1,1,34,6,3,0,0,0,0,0,3,1,5,E01001278
10299611,2,2,1,1,21,5,3,0,0,0,0,0,3,1,3,E01001318
170S10641,1,1,1,2,20,4,3,0,0,0,0,0,9,1,5,E01012191
170S10641,2,2,2,2,5,1,3,0,0,2,0,0,9,1,7,E01012207
10324836,1,1,1,1,17,4,3,0,0,0,0,0,1,1,4,E01001097
10303594,1,1,3,2,21,5,3,1,1,0,0,0,0,1,5,E01003949
061084938,1,1,1,1,31,6,3,0,0,0,0,0,1,1,3,E01004772
131061019,3,1,1,1,27,6,3,0,0,0,0,0,9,1,1,E01010676
131061019,3,2,2,1,32,6,2,0,0,1,0,0,9,1,1,E01010809
10321338,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,-1
122101223,1,1,1,1,31,6,2,0,0,0,0,0,1,2,8,E01013430
1383O0836,1,1,2,2,59,9,3,0,0,2,0,0,8,1,3,E01010776
1383O0836,2,2,1,1,93,11,3,0,0,0,0,0,9,1,4,E01010599
1383O0836,2,3,2,2,87,11,3,0,0,1,0,0,9,1,4,E01010599
10331736,1,1,1,1,23,5,3,0,0,0,0,0,1,1,5,E01003640
141088037,1,1,1,1,48,8,2,0,0,0,0,0,9,1,1,E01007367
141088037,2,2,1,1,38,7,2,0,0,0,0,0,9,1,4,E01007396
552100786,2,1,1,1,13,3,3,0,0,0,0,0,1,1,6,E01015369
522103630,1,1,1,2,49,8,3,0,0,0,0,0,1,1,1,E01014638
320337944,1,1,3,2,54,8,3,5,3,0,0,0,0,-1,-1,-1
10333581,1,1,1,1,28,6,3,0,0,0,0,0,9,1,6,E01002670
10306904,1,1,1,1,40,7,3,0,0,0,0,0,19,1,4,E01022523
10306904,2,2,1,1,18,4,2,0,0,0,0,0,3,1,7,E01001851
221071844,2,1,1,1,17,4,3,0,0,0,0,0,1,1,8,E01010151
302100959,2,1,1,1,22,5,3,0,0,0,0,0,9,1,9,E01019464
302100959,3,2,2,2,83,11,3,0,0,1,0,0,9,3,7,E01019671
302100959,3,3,1,1,87,11,3,0,0,0,0,0,9,3,7,E01019671
141065493,1,1,1,1,36,7,3,0,0,0,0,0,5,1,1,E01007573
131048399,2,1,1,2,24,5,3,0,0,0,0,0,9,1,1,E01007564
10330351,2,1,1,1,26,6,2,0,0,0,0,0,3,1,3,E01003588
061117349,2,1,1,2,23,5,3,0,0,0,0,0,9,1,1,E01005377
131125076,1,1,1,2,54,8,3,0,0,0,0,0,9,1,8,E01011188
10333876,1,1,3,2,28,6,3,5,2,0,0,0,0,1,7,E01030332
60Z155823,1,1,1,1,18,4,3,0,0,0,0,0,9,-1,-1,-1
60Z155823,1,2,2,1,18,4,2,0,0,1,0,0,9,-1,-1,-1
131113281,2,1,1,1,43,7,3,0,0,0,0,0,9,1,1,E01011293
31D030621,1,1,1,1,37,7,3,0,0,0,0,0,9,1,5,E01028081
122100121,1,1,1,1,28,6,3,0,0,0,0,0,9,1,9,E01011685
10296685,1,1,3,2,49,8,3,1,3,0,0,0,0,1,7,E01000118
10294486,1,1,3,1,64,9,2,9,9,0,0,0,0,1,2,E01004263
201130272,2,1,1,2,49,8,3,0,0,0,0,0,9,1,2,E01009407
221090802,2,1,1,1,24,5,3,0,0,0,0,0,9,1,3,E01032267
545835821,2,1,1,1,46,8,3,0,0,0,0,0,19,1,6,E01015532
1382H0674,1,1,3,2,64,9,3,5,1,0,0,0,0,1,2,E01011760
131083351,1,2,2,1,21,5,3,0,0,2,0,0,8,1,1,E01011434
131083351,2,1,1,1,33,6,3,0,0,0,0,0,9,1,1,E01011434
302101755,1,1,1,1,52,8,3,0,0,0,0,0,9,1,5,E01019623
061056146,1,1,1,2,93,11,1,0,0,0,0,0,9,1,9,E01006374
221092993,2,1,1,2,39,7,3,0,0,0,0,0,9,1,9,E01033528
371099711,1,1,1,1,27,6,2,0,0,0,0,0,90,2,4,E01030251
63D105421,1,1,1,1,77,11,3,0,0,0,0,0,9,-1,-1,-1
34WNC0621,1,1,3,1,34,6,2,5,1,0,0,0,0,-1,-1,-1
411033059,2,1,1,2,22,5,3,0,0,0,0,0,9,1,7,E01023531
411033059,2,3,2,1,11,3,3,0,0,2,0,0,9,1,6,E01023539
411033059,3,2,1,2,41,7,3,0,0,0,0,0,9,1,6,E01023539
10298239,2,1,1,1,34,6,3,0,0,0,0,0,90,1,5,E01003276
31D013021,3,1,1,2,40,7,2,0,0,0,0,0,9,1,5,E01028237
31D013021,4,2,1,2,53,8,3,0,0,0,0,0,9,3,9,E01028332
522101271,2,1,1,1,36,7,2,0,0,0,0,0,1,1,4,E01014590
10295014,1,1,1,1,63,9,3,0,0,0,0,0,8,1,9,E01015982
131076876,1,2,1,1,52,8,3,0,0,0,0,0,9,1,2,E01011251
131076876,2,1,1,2,44,7,3,0,0,0,0,0,9,1,5,E01011063
201066812,2,2,1,2,43,7,3,0,0,0,0,0,9,1,1,E01033632
201066812,2,3,2,2,19,4,3,0,0,1,0,0,9,1,1,E01033632
122101376,1,1,1,1,22,5,3,0,0,0,0,0,3,2,2,E01007328
320088898,1,1,1,1,71,10,3,0,0,0,0,0,9,3,7,E01026098
10304864,1,1,1,1,32,6,3,0,0,0,0,0,4,1,5,E01032779
06K079056,1,1,3,1,13,3,2,8,1,0,0,0,0,1,2,E01004865
60Z162153,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1,-1
60Z162153,2,2,1,2,50,8,3,0,0,0,0,0,9,-1,-1,-1
10318180,2,1,1,1,56,9,3,0,0,0,0,0,9,1,4,E01001146
552100539,1,1,2,2,75,10,3,0,0,1,0,0,9,1,9,E01015453
552100539,2,2,2,2,39,7,3,0,0,1,0,0,9,3,5,E01020431
552100539,2,3,1,1,41,7,3,0,0,0,0,0,9,3,5,E01020431
522201007,1,1,1,1,18,4,3,0,0,0,0,0,4,1,5,E01015005
070692099,1,1,1,1,88,11,3,0,0,0,0,0,9,1,10,E01018656
10292303,2,1,1,1,38,7,3,0,0,0,0,0,1,1,2,E01002053
411014030,1,1,1,1,29,6,3,0,0,0,0,0,9,2,-1,-1
411014030,2,2,1,2,29,6,3,0,0,0,0,0,9,1,10,E01023614
320098524,1,1,1,1,37,7,2,0,0,0,0,0,9,1,2,E01026094
211101850,2,1,1,1,72,10,1,0,0,0,0,0,5,1,5,E01014178
522101758,2,1,1,2,27,6,2,0,0,0,0,0,3,1,3,E01014665
34NNC2161,1,1,1,1,74,10,3,0,0,0,0,0,5,3,3,E01027038
991046670,1,1,1,1,82,11,3,0,0,0,0,0,9,2,4,-1
991046670,2,2,2,2,68,10,3,0,0,2,0,0,9,3,8,-1
622100291,2,3,2,2,72,10,3,0,0,1,0,0,9,1,6,W01001806
991029606,1,1,3,1,10,2,2,5,1,0,0,0,0,-1,-1,-1
061196120,1,1,3,2,89,11,1,5,2,0,0,0,0,1,4,E01006278
061196120,1,2,3,1,91,11,1,5,2,0,0,0,0,1,4,E01006278
122101192,3,1,1,1,36,7,3,0,0,0,0,0,9,2,7,E01027816
60Z144773,1,1,3,1,15,3,3,9,7,0,0,0,0,-1,-1,-1
31C035921,2,1,1,1,26,6,2,0,0,0,0,0,1,1,3,E01013929
201073846,2,1,1,2,34,6,3,0,0,0,0,0,9,-1,-1,-1
201073846,2,2,2,2,15,3,3,0,0,-1,0,0,9,-1,-1,-1
63A034421,1,1,1,1,19,4,2,0,0,0,0,0,9,3,2,W01000729
63A034421,2,2,1,2,63,9,3,0,0,0,0,0,19,1,4,W01000703
31D011021,1,1,2,2,20,4,2,0,0,1,0,0,9,-1,-1,-1
10287738,2,1,1,1,53,8,3,0,0,0,0,0,1,1,8,E01000695
332101045,2,1,1,2,43,7,2,0,0,0,0,0,9,1,9,E01025805
10298605,1,1,1,1,38,7,3,0,0,0,0,0,9,1,1,E01003577
10298605,1,2,2,2,4,1,3,0,0,9,0,0,9,1,1,E01003577
131125515,1,1,1,1,55,8,3,0,0,0,0,0,3,1,5,E01011523
131055136,1,1,2,1,13,3,2,0,0,0,0,0,90,1,4,E01011258
131055136,1,2,1,1,12,3,3,0,0,0,0,0,90,-1,-1,-1
610027721,1,1,1,2,41,7,3,0,0,0,0,0,9,-1,-1,-1
170H10771,1,1,1,2,48,8,3,0,0,0,0,0,9,1,4,E01012002
122101269,1,1,3,2,10,2,3,5,3,0,0,0,0,-1,-1,-1
10325561,1,1,1,1,25,5,3,0,0,0,0,0,3,1,2,E01001976
332100489,2,1,1,1,27,6,3,0,0,0,0,0,9,1,3,E01013777
10319611,1,1,2,2,8,2,3,0,0,0,4,0,11,1,3,E01001552
061027681,1,1,3,2,3,1,3,4,3,0,0,0,0,1,1,E01005209
10304481,1,1,3,2,80,11,2,10,9,0,0,0,0,1,7,E01000437
070753817,1,1,1,1,25,5,3,0,0,0,0,0,9,1,9,E01018692
070753817,2,2,1,1,57,9,3,0,0,0,0,0,9,1,9,E01018737
332100062,1,1,1,1,38,7,3,0,0,0,0,0,9,1,2,E01013631
332100062,2,2,1,2,56,9,3,0,0,0,0,0,9,1,2,E01013678
332100062,2,3,2,2,18,4,3,0,0,1,0,0,9,1,2,E01013678
401031624,1,1,1,2,23,5,3,0,0,0,0,0,9,1,10,E01033024
401031624,2,2,2,2,51,8,3,0,0,1,0,0,9,2,9,E01033188
371141162,2,1,2,2,84,11,3,0,0,1,0,0,9,1,2,E01030036
520104773,1,1,1,1,29,6,3,0,0,0,0,0,4,3,9,E01029258
122101000,1,1,1,1,68,10,2,0,0,0,0,0,5,1,10,E01011706
10290974,2,1,1,2,23,5,3,0,0,0,0,0,9,1,8,E01001994
10290974,2,2,2,1,24,5,3,0,0,1,0,0,9,1,8,E01001994
231112593,1,1,1,2,44,7,3,0,0,0,0,0,9,3,8,E01031252
10322617,1,1,1,2,17,4,3,0,0,0,0,0,9,1,7,E01000665
10322617,3,2,1,1,30,6,3,0,0,0,0,0,9,2,6,E01024425
10322617,3,3,2,1,15,3,3,0,0,1,0,0,9,2,6,E01024425
610051121,1,1,1,1,57,9,2,0,0,0,0,0,4,2,4,W01001384
10318574,1,1,2,2,32,6,3,0,0,2,0,0,8,1,6,E01001951
520104721,1,1,1,1,42,7,2,0,0,0,0,0,9,2,4,E01029090
221039620,2,1,2,2,55,8,3,0,0,0,0,0,5,1,3,W01001909
522201521,1,1,1,1,86,11,3,0,0,0,0,0,9,1,7,E01015013
10302459,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1,3,E01003998
111075365,2,1,1,1,67,10,3,0,0,0,0,0,1,1,8,E01008781
401113122,2,1,1,1,14,3,3,0,0,0,0,0,1,1,5,E01015740
122101266,1,1,1,1,79,11,3,0,0,0,0,0,9,2,9,E01026226
101064339,2,1,1,2,28,6,3,0,0,0,0,0,9,1,3,E01008171
10312247,1,1,1,1,22,5,3,0,0,0,0,0,9,1,5,E01002119
070864627,1,1,1,1,41,7,3,0,0,0,0,0,1,-1,-1,-1
070865027,1,1,1,1,63,9,2,0,0,0,0,0,5,-1,-1,-1
31D054921,2,1,1,2,20,4,3,0,0,0,0,0,1,1,2,E01028186
10311202,2,1,1,2,34,6,3,0,0,0,0,0,1,1,8,E01002008
201133482,1,1,3,2,12,3,3,1,1,0,0,0,0,1,2,E01010020
10316451,1,1,1,1,38,7,3,0,0,0,0,0,1,1,2,E01033488
332100402,2,1,1,2,43,7,2,0,0,0,0,0,9,1,4,E01013696
1383G0599,2,1,2,2,96,11,3,0,0,0,4,0,11,1,5,E01010865
10297192,2,1,1,1,27,6,3,0,0,0,0,0,1,1,3,E01033583
31D081921,1,1,2,-1,17,4,3,0,0,1,0,0,9,1,6,E01028416
31D081921,1,2,2,-1,17,4,3,0,0,2,0,0,9,1,10,E01028407
31D081921,1,3,2,2,18,4,3,0,0,2,0,0,9,1,1,E01013896
31D081921,1,4,1,2,18,4,3,0,0,0,0,0,9,1,10,E01028385
201102496,1,1,3,2,34,6,2,1,1,0,0,2,0,1,1,E01008966
522103433,1,1,1,1,53,8,3,0,0,0,0,0,9,1,1,E01014486
522103433,2,2,2,2,32,6,3,0,0,2,0,0,8,1,8,E01014552
10327694,1,1,1,1,40,7,3,0,0,0,0,0,3,1,4,E01004617
131076442,2,1,1,1,25,5,2,0,0,0,0,0,1,1,4,E01010984
06X079535,2,1,1,2,52,8,3,0,0,0,0,0,8,3,7,W01000398
141066722,1,1,1,2,69,10,3,0,0,0,0,0,9,1,3,E01007812
141066722,2,2,1,1,22,5,3,0,0,0,0,0,9,1,1,E01007723
361130647,1,1,1,1,36,7,3,0,0,0,0,0,9,2,7,E01026773
332100217,2,1,1,1,21,5,2,0,0,0,0,0,90,1,4,E01013648
06N079543,2,1,1,1,68,10,2,0,0,0,0,0,21,1,5,E01011793
101020662,1,1,3,2,68,10,3,5,3,0,0,0,0,1,1,E01008398
10323431,1,1,3,1,43,7,3,6,9,0,0,0,0,1,3,E01001369
31C032421,1,1,2,2,85,11,3,0,0,0,3,0,11,1,1,E01013896
10309028,2,1,1,1,43,7,3,0,0,0,0,0,9,1,5,E01003019
10309028,2,2,2,1,5,1,3,0,0,1,0,0,9,1,5,E01003019
161092739,1,1,1,1,48,8,3,0,0,0,0,0,8,1,1,E01012786
161092739,2,2,1,1,44,7,3,0,0,0,0,0,9,1,3,E01012907
201055925,1,1,3,1,10,2,3,10,9,0,0,0,0,1,6,E01009968
552101068,2,1,1,1,41,7,3,0,0,0,0,0,19,-1,-1,-1
320621264,1,1,1,1,29,6,3,0,0,0,0,0,9,1,6,E01026408
361093545,1,1,1,2,20,4,3,0,0,0,0,0,9,2,9,E01026548
302101685,2,1,1,2,48,8,3,0,0,0,0,0,9,1,4,E01019458
201146355,1,1,1,1,56,9,3,0,0,0,0,0,9,3,4,E01032479
201146355,1,2,2,1,17,4,3,0,0,1,0,0,9,3,4,E01032479
10294547,1,1,1,2,26,6,3,0,0,0,0,0,3,1,3,E01001488
201032009,2,1,1,1,58,9,3,0,0,0,0,0,5,3,7,E01032122
302101500,1,1,2,2,20,4,3,0,0,1,0,0,9,1,9,E01019835
302101500,2,2,1,1,60,9,3,0,0,0,0,0,9,1,10,E01013539
622100148,1,1,1,2,52,8,3,0,0,0,0,0,9,2,5,W01000887
622100148,2,2,1,2,48,8,3,0,0,0,0,0,9,3,4,W01000953
622100148,2,3,2,1,43,7,3,0,0,1,0,0,9,3,4,W01000953
10316371,2,1,1,1,27,6,3,0,0,0,0,0,3,1,2,E01001553
63A037521,1,1,1,1,49,8,2,0,0,0,0,0,5,1,1,W01001188
552101067,1,1,1,1,85,11,3,0,0,0,0,0,9,1,8,E01015319
552101067,2,2,1,2,21,5,3,0,0,0,0,0,9,1,7,E01015352
520104375,2,1,1,2,20,4,3,0,0,0,0,0,9,1,5,E01029313
520104375,2,2,2,2,18,4,3,0,0,1,0,0,9,1,5,E01029313
531026794,2,1,1,1,26,6,3,0,0,0,0,0,3,1,4,E01022301
10307170,1,1,1,2,35,6,3,0,0,0,0,0,9,1,9,E01000199
10304132,1,1,1,1,43,7,3,0,0,0,0,0,1,1,9,E01030358
10325050,1,1,1,1,30,6,3,0,0,0,0,0,1,1,2,E01003512
401102610,2,1,1,1,41,7,3,0,0,0,0,0,9,-1,-1,-1
101054765,1,1,3,2,15,3,3,1,2,0,0,0,0,1,7,E01008314
54B071921,1,1,1,1,23,5,3,0,0,0,0,0,1,3,9,E01023163
10303044,1,1,3,2,79,11,3,8,1,0,0,0,0,1,3,E01003088
54B110621,2,1,1,1,63,9,3,0,0,0,0,0,1,3,8,E01031892
552100672,2,1,1,1,26,6,3,0,0,0,0,0,9,1,2,E01015341
122101352,2,1,1,2,20,4,3,0,0,0,0,0,9,3,6,E01027569
122101352,2,2,2,1,20,4,3,0,0,1,0,0,9,2,7,E01010639
332101504,1,1,1,2,61,9,3,0,0,0,0,0,9,-1,-1,-1
161026425,1,1,2,2,-1,-1,3,0,0,0,2,0,11,-1,-1,-1
101054492,1,1,3,2,93,11,3,9,7,0,0,0,0,1,2,E01008719
63C099521,1,1,1,1,75,10,3,0,0,0,0,0,19,-1,-1,-1
60Z129984,1,1,1,1,32,6,3,0,0,0,0,0,5,-1,-1,-1
351095506,1,1,1,2,78,11,3,0,0,0,0,0,9,1,3,E01018073
351095506,1,2,2,1,85,11,3,0,0,1,0,0,9,1,3,E01018073
201085701,2,1,1,1,25,5,2,0,0,0,0,0,5,1,2,E01009986
622100972,1,1,1,1,19,4,3,0,0,0,0,0,9,2,1,W01001202
622100972,1,3,2,1,18,4,3,0,0,1,0,0,9,2,1,W01001202
622100972,2,2,1,1,22,5,3,0,0,0,0,0,9,1,4,W01001259
061137844,1,1,3,2,25,5,3,5,3,0,0,0,0,1,2,E01006039
131062975,1,1,1,2,23,5,2,0,0,0,0,0,9,1,3,E01011225
201141826,1,1,3,2,29,6,3,4,4,0,0,2,0,1,2,E01010528
522104187,1,1,1,1,47,8,3,0,0,0,0,0,9,1,7,E01014974
320658807,1,1,3,1,56,9,2,9,5,0,0,1,0,1,4,E01019519
061029781,2,1,1,1,19,4,3,0,0,0,0,0,3,1,8,E01006174
10319459,1,1,1,1,34,6,3,0,0,0,0,0,9,1,7,E01000536
10319459,2,2,2,-1,-1,-1,3,0,0,1,0,0,9,-1,-1,-1
31B057521,1,1,3,1,6,2,2,5,2,0,0,0,0,2,3,E01028297
10300112,1,1,3,1,43,7,3,6,9,0,0,0,0,1,6,E01032708
10300112,1,2,3,2,37,7,3,6,9,0,0,0,0,1,6,E01032708
061104079,1,1,1,1,76,11,1,0,0,0,0,0,9,1,1,E01006254
101090293,1,1,1,1,48,8,2,0,0,0,0,0,9,2,8,E01027446
101090293,2,2,1,1,47,8,2,0,0,0,0,0,19,1,2,E01008460
991021356,1,1,2,2,28,6,3,0,0,1,0,0,9,3,7,-1
221036891,1,1,1,1,53,8,1,0,0,0,0,0,5,1,9,E01029723
221036891,2,2,1,1,71,10,3,0,0,0,0,0,9,1,4,E01009879
221036891,3,3,1,2,53,8,3,0,0,0,0,0,9,1,6,E01029750
351129107,2,1,1,1,35,6,3,0,0,0,0,0,9,3,9,E01028499
522103213,1,1,1,1,21,5,3,0,0,0,0,0,90,1,8,E01033331
161042955,1,1,1,1,30,6,3,0,0,0,0,0,3,1,1,E01012833
332100934,1,1,3,1,82,11,3,5,9,0,0,0,0,1,3,E01013656
552200146,1,1,1,1,91,11,1,0,0,0,0,0,9,-1,-1,-1
361075005,1,1,1,1,42,7,3,0,0,0,0,0,19,1,2,E01026478
10330069,1,1,2,1,52,8,3,0,0,0,3,0,11,1,9,E01003902
10322582,1,1,1,2,46,8,3,0,0,0,0,0,9,1,2,E01002566
991032115,1,1,1,1,81,11,3,0,0,0,0,0,9,3,8,-1
991032115,2,2,1,1,31,6,2,0,0,0,0,0,9,1,2,-1
991032115,2,3,2,2,7,2,2,0,0,2,0,0,9,1,2,-1
371046976,1,1,2,2,49,8,2,0,0,0,0,0,5,2,4,E01029892
10304429,2,1,1,2,28,6,3,0,0,0,0,0,1,1,3,E01003182
061043074,1,1,2,2,6,2,3,0,0,2,0,0,9,1,1,E01004811
161053668,2,1,1,1,78,11,2,0,0,0,0,0,1,1,8,E01012813
